suicides_no,year,country,sex,population,suicides/100k pop
48,2005,Costa Rica,M,324955,14.77
44,2005,Costa Rica,M,405622,10.85
4,2005,Costa Rica,M,45822,8.73
14,2005,Costa Rica,F,391463,3.58
16,2005,Costa Rica,F,537986,2.97
7,2005,Costa Rica,F,322680,2.17
2,2005,Costa Rica,F,237549,0.84
2,2005,Costa Rica,F,392773,0.51
2,2005,Costa Rica,M,410294,0.49
123,2006,Costa Rica,M,541859,22.7
61,2006,Costa Rica,M,332995,18.32
37,2006,Costa Rica,M,236947,15.62
63,2006,Costa Rica,M,410875,15.33
5,2006,Costa Rica,M,48273,10.36
18,2006,Costa Rica,F,396374,4.54
2,2006,Costa Rica,F,62224,3.21
10,2006,Costa Rica,F,329678,3.03
14,2006,Costa Rica,F,550398,2.54
6,2006,Costa Rica,F,246771,2.43
6,2006,Costa Rica,M,407521,1.47
5,2006,Costa Rica,F,390001,1.28
90,2007,Costa Rica,M,552299,16.3
53,2007,Costa Rica,M,342197,15.49
32,2007,Costa Rica,M,245529,13.03
46,2007,Costa Rica,M,414675,11.09
4,2007,Costa Rica,M,50648,7.9
20,2007,Costa Rica,F,399875,5.0
11,2007,Costa Rica,F,337810,3.26
9,2007,Costa Rica,F,561684,1.6
3,2007,Costa Rica,F,255955,1.17
1,2007,Costa Rica,F,386007,0.26
1,2007,Costa Rica,M,403466,0.25
101,2008,Costa Rica,M,562044,17.97
52,2008,Costa Rica,M,417256,12.46
31,2008,Costa Rica,M,254352,12.19
38,2008,Costa Rica,M,352104,10.79
4,2008,Costa Rica,M,53001,7.55
2,2008,Costa Rica,F,68001,2.94
9,2008,Costa Rica,F,402172,2.24
5,2008,Costa Rica,F,265460,1.88
10,2008,Costa Rica,F,572144,1.75
6,2008,Costa Rica,F,346673,1.73
2,2008,Costa Rica,F,381011,0.52
1,2008,Costa Rica,M,398343,0.25
60,2009,Costa Rica,M,362045,16.57
86,2009,Costa Rica,M,571583,15.05
51,2009,Costa Rica,M,418996,12.17
32,2009,Costa Rica,M,264036,12.12
6,2009,Costa Rica,M,55391,10.83
10,2009,Costa Rica,F,355653,2.81
11,2009,Costa Rica,F,403629,2.73
13,2009,Costa Rica,F,582223,2.23
5,2009,Costa Rica,F,275859,1.81
3,2009,Costa Rica,F,375428,0.8
1,2009,Costa Rica,M,392594,0.25
74,2010,Costa Rica,M,371498,19.92
106,2010,Costa Rica,M,581171,18.24
36,2010,Costa Rica,M,274921,13.09
7,2010,Costa Rica,M,57885,12.09
40,2010,Costa Rica,M,420069,9.52
12,2010,Costa Rica,F,364253,3.29
16,2010,Costa Rica,F,592166,2.7
10,2010,Costa Rica,F,404425,2.47
5,2010,Costa Rica,F,287471,1.74
5,2010,Costa Rica,M,386778,1.29
72,2011,Costa Rica,M,379928,18.95
9,2011,Costa Rica,M,60741,14.82
85,2011,Costa Rica,M,589634,14.42
40,2011,Costa Rica,M,285540,14.01
52,2011,Costa Rica,M,419970,12.38
20,2011,Costa Rica,F,404197,4.95
8,2011,Costa Rica,F,299105,2.67
14,2011,Costa Rica,F,600898,2.33
8,2011,Costa Rica,F,371907,2.15
5,2011,Costa Rica,M,381413,1.31
1,2011,Costa Rica,F,77576,1.29
2,2011,Costa Rica,F,364605,0.55
94,2012,Costa Rica,M,598555,15.7
55,2012,Costa Rica,M,387974,14.18
58,2012,Costa Rica,M,419511,13.83
40,2012,Costa Rica,M,297364,13.45
8,2012,Costa Rica,M,63663,12.57
16,2012,Costa Rica,F,609857,2.62
10,2012,Costa Rica,F,403604,2.48
6,2012,Costa Rica,F,311981,1.92
7,2012,Costa Rica,F,379310,1.85
5,2012,Costa Rica,M,377001,1.33
3,2012,Costa Rica,F,360319,0.83
75,2013,Costa Rica,M,395371,18.97
12,2013,Costa Rica,M,66659,18.0
49,2013,Costa Rica,M,310249,15.79
82,2013,Costa Rica,M,607709,13.49
48,2013,Costa Rica,M,418437,11.47
11,2013,Costa Rica,F,386168,2.85
13,2013,Costa Rica,F,618837,2.1
8,2013,Costa Rica,F,402392,1.99
6,2013,Costa Rica,M,373658,1.61
5,2013,Costa Rica,F,325956,1.53
1,2013,Costa Rica,F,84743,1.18
1,2013,Costa Rica,F,357050,0.28
46,2014,Costa Rica,M,323941,14.2
76,2014,Costa Rica,M,616724,12.32
49,2014,Costa Rica,M,401836,12.19
43,2014,Costa Rica,M,416344,10.33
6,2014,Costa Rica,M,69706,8.61
12,2014,Costa Rica,F,392153,3.06
12,2014,Costa Rica,F,400170,3.0
2,2014,Costa Rica,F,88574,2.26
11,2014,Costa Rica,F,627502,1.75
5,2014,Costa Rica,F,340748,1.47
3,2014,Costa Rica,F,354701,0.85
3,2014,Costa Rica,M,371275,0.81
77,1995,Croatia,M,73500,104.76
216,1995,Croatia,M,418200,51.65
226,1995,Croatia,M,659600,34.26
39,1995,Croatia,F,147800,26.39
89,1995,Croatia,M,356100,24.99
73,1995,Croatia,M,334000,21.86
99,1995,Croatia,F,544100,18.2
65,1995,Croatia,F,649700,10.0
21,1995,Croatia,F,349900,6.0
17,1995,Croatia,F,322000,5.28
6,1995,Croatia,M,328700,1.83
1,1995,Croatia,F,313800,0.32
72,1996,Croatia,M,72100,99.86
270,1996,Croatia,M,388400,69.52
221,1996,Croatia,M,587800,37.6
40,1996,Croatia,F,144500,27.68
90,1996,Croatia,M,342100,26.31
80,1996,Croatia,M,311200,25.71
115,1996,Croatia,F,519900,22.12
65,1996,Croatia,F,595500,10.92
22,1996,Croatia,F,338200,6.51
18,1996,Croatia,F,299900,6.0
5,1996,Croatia,M,318000,1.57
3,1996,Croatia,F,303200,0.99
65,1997,Croatia,M,73500,88.44
269,1997,Croatia,M,395300,68.05
55,1997,Croatia,F,147100,37.39
223,1997,Croatia,M,598000,37.29
72,1997,Croatia,M,316700,22.73
93,1997,Croatia,F,528900,17.58
60,1997,Croatia,M,348200,17.23
59,1997,Croatia,F,606000,9.74
29,1997,Croatia,F,344100,8.43
16,1997,Croatia,F,305100,5.24
3,1997,Croatia,M,323700,0.93
2,1997,Croatia,F,308500,0.65
78,1998,Croatia,M,72300,107.88
274,1998,Croatia,M,389100,70.42
236,1998,Croatia,M,588700,40.09
43,1998,Croatia,F,144700,29.72
93,1998,Croatia,M,342700,27.14
132,1998,Croatia,F,520800,25.35
61,1998,Croatia,M,311800,19.56
75,1998,Croatia,F,596500,12.57
18,1998,Croatia,F,338800,5.31
14,1998,Croatia,F,300300,4.66
3,1998,Croatia,M,318600,0.94
2,1998,Croatia,F,303600,0.66
77,1999,Croatia,M,73700,104.48
225,1999,Croatia,M,394300,57.06
245,1999,Croatia,M,596300,41.09
41,1999,Croatia,F,147000,27.89
93,1999,Croatia,M,347100,26.79
132,1999,Croatia,F,527500,25.02
71,1999,Croatia,M,315800,22.48
70,1999,Croatia,F,604300,11.58
15,1999,Croatia,F,304300,4.93
14,1999,Croatia,F,343200,4.08
5,1999,Croatia,M,322700,1.55
1,1999,Croatia,F,307600,0.33
77,2000,Croatia,M,74000,104.05
229,2000,Croatia,M,379300,60.37
249,2000,Croatia,M,572300,43.51
50,2000,Croatia,F,144600,34.58
77,2000,Croatia,M,332900,23.13
99,2000,Croatia,F,506700,19.54
57,2000,Croatia,M,302700,18.83
64,2000,Croatia,F,579800,11.04
12,2000,Croatia,F,329100,3.65
9,2000,Croatia,F,291900,3.08
3,2000,Croatia,M,309500,0.97
67,2001,Croatia,M,72765,92.08
228,2001,Croatia,M,421683,54.07
231,2001,Croatia,M,641519,36.01
41,2001,Croatia,F,163943,25.01
72,2001,Croatia,M,296586,24.28
101,2001,Croatia,F,526940,19.17
55,2001,Croatia,M,308415,17.83
56,2001,Croatia,F,642506,8.72
17,2001,Croatia,F,293342,5.8
9,2001,Croatia,F,295822,3.04
3,2001,Croatia,M,264449,1.13
1,2001,Croatia,F,252663,0.4
84,2002,Croatia,M,77800,107.97
226,2002,Croatia,M,427000,52.93
54,2002,Croatia,F,172600,31.29
199,2002,Croatia,M,647500,30.73
82,2002,Croatia,M,297500,27.56
53,2002,Croatia,M,308300,17.19
88,2002,Croatia,F,530100,16.6
54,2002,Croatia,F,649700,8.31
21,2002,Croatia,F,293800,7.15
13,2002,Croatia,F,295800,4.39
80,2003,Croatia,M,82000,97.56
239,2003,Croatia,M,429500,55.65
227,2003,Croatia,M,647900,35.04
66,2003,Croatia,M,299000,22.07
37,2003,Croatia,F,178300,20.75
57,2003,Croatia,M,306000,18.63
89,2003,Croatia,F,530900,16.76
47,2003,Croatia,F,651200,7.22
10,2003,Croatia,F,294100,3.4
9,2003,Croatia,F,293600,3.07
3,2003,Croatia,M,262500,1.14
1,2003,Croatia,F,250600,0.4
111,2004,Croatia,M,88600,125.28
227,2004,Croatia,M,432700,52.46
214,2004,Croatia,M,644300,33.21
43,2004,Croatia,F,185600,23.17
59,2004,Croatia,M,302300,19.52
87,2004,Croatia,F,531800,16.36
31,2004,Croatia,M,302100,10.26
64,2004,Croatia,F,648500,9.87
17,2004,Croatia,F,296600,5.73
14,2004,Croatia,F,290300,4.82
3,2004,Croatia,M,259200,1.16
1,2004,Croatia,F,247600,0.4
78,2005,Croatia,M,91654,85.1
247,2005,Croatia,M,436810,56.55
227,2005,Croatia,M,643382,35.28
45,2005,Croatia,F,190621,23.61
58,2005,Croatia,M,306107,18.95
76,2005,Croatia,F,534353,14.22
39,2005,Croatia,M,297901,13.09
68,2005,Croatia,F,647419,10.5
25,2005,Croatia,F,299476,8.35
9,2005,Croatia,F,286454,3.14
2,2005,Croatia,M,256833,0.78
79,2006,Croatia,M,96962,81.48
178,2006,Croatia,M,440525,40.41
207,2006,Croatia,M,639665,32.36
48,2006,Croatia,F,197868,24.26
58,2006,Croatia,M,310163,18.7
90,2006,Croatia,F,534005,16.85
49,2006,Croatia,M,293976,16.67
67,2006,Croatia,F,644066,10.4
11,2006,Croatia,F,282298,3.9
6,2006,Croatia,F,302776,1.98
2,2006,Croatia,M,252215,0.79
1,2006,Croatia,F,240427,0.42
85,2007,Croatia,M,101664,83.61
206,2007,Croatia,M,443939,46.4
198,2007,Croatia,M,637678,31.05
45,2007,Croatia,F,204595,21.99
52,2007,Croatia,M,312108,16.66
84,2007,Croatia,F,533554,15.74
34,2007,Croatia,M,289325,11.75
45,2007,Croatia,F,642644,7.0
11,2007,Croatia,F,277133,3.97
11,2007,Croatia,F,303954,3.62
2,2007,Croatia,F,236481,0.85
2,2007,Croatia,M,247780,0.81
115,2008,Croatia,M,105525,108.98
200,2008,Croatia,M,450580,44.39
202,2008,Croatia,M,632952,31.91
48,2008,Croatia,F,210591,22.79
49,2008,Croatia,M,314031,15.6
40,2008,Croatia,M,284857,14.04
72,2008,Croatia,F,536698,13.42
47,2008,Croatia,F,638100,7.37
9,2008,Croatia,F,305383,2.95
7,2008,Croatia,F,272369,2.57
3,2008,Croatia,M,242691,1.24
1,2008,Croatia,F,231806,0.43
107,2009,Croatia,M,110100,97.18
199,2009,Croatia,M,455148,43.72
220,2009,Croatia,M,628629,35.0
53,2009,Croatia,F,216621,24.47
45,2009,Croatia,M,278610,16.15
44,2009,Croatia,M,316164,13.92
63,2009,Croatia,F,537865,11.71
45,2009,Croatia,F,634366,7.09
7,2009,Croatia,F,306319,2.29
4,2009,Croatia,F,267054,1.5
3,2009,Croatia,M,238176,1.26
99,2010,Croatia,M,114205,86.69
215,2010,Croatia,M,461893,46.55
186,2010,Croatia,M,621977,29.9
46,2010,Croatia,F,221668,20.75
40,2010,Croatia,M,272848,14.66
44,2010,Croatia,M,316471,13.9
75,2010,Croatia,F,541827,13.84
50,2010,Croatia,F,627682,7.97
13,2010,Croatia,F,261670,4.97
7,2010,Croatia,F,306249,2.29
1,2010,Croatia,F,222940,0.45
95,2011,Croatia,M,118029,80.49
188,2011,Croatia,M,467142,40.24
148,2011,Croatia,M,616577,24.0
63,2011,Croatia,M,314331,20.04
43,2011,Croatia,F,225925,19.03
68,2011,Croatia,F,545430,12.47
24,2011,Croatia,M,269755,8.9
52,2011,Croatia,F,621895,8.36
11,2011,Croatia,F,304202,3.62
8,2011,Croatia,F,258495,3.09
2,2011,Croatia,M,229413,0.87
99,2012,Croatia,M,122607,80.75
207,2012,Croatia,M,465550,44.46
201,2012,Croatia,M,591018,34.01
46,2012,Croatia,F,232222,19.81
51,2012,Croatia,M,294314,17.33
35,2012,Croatia,M,256849,13.63
73,2012,Croatia,F,541956,13.47
42,2012,Croatia,F,594104,7.07
13,2012,Croatia,F,283419,4.59
5,2012,Croatia,F,245431,2.04
3,2012,Croatia,M,219008,1.37
1,2012,Croatia,F,207818,0.48
85,2013,Croatia,M,126153,67.38
174,2013,Croatia,M,469173,37.09
186,2013,Croatia,M,587482,31.66
59,2013,Croatia,M,291832,20.22
41,2013,Croatia,M,254643,16.1
35,2013,Croatia,F,237107,14.76
48,2013,Croatia,F,544041,8.82
48,2013,Croatia,F,589432,8.14
9,2013,Croatia,F,281138,3.2
6,2013,Croatia,F,243263,2.47
1,2013,Croatia,M,215702,0.46
97,2014,Croatia,M,129205,75.07
193,2014,Croatia,M,473836,40.73
167,2014,Croatia,M,582938,28.65
42,2014,Croatia,F,240853,17.44
37,2014,Croatia,M,251460,14.71
42,2014,Croatia,M,287190,14.62
71,2014,Croatia,F,547211,12.97
49,2014,Croatia,F,583896,8.39
12,2014,Croatia,F,240071,5.0
11,2014,Croatia,F,277195,3.97
1,2014,Croatia,F,202723,0.49
104,2015,Croatia,M,131896,78.85
207,2015,Croatia,M,476580,43.43
155,2015,Croatia,M,575410,26.94
56,2015,Croatia,F,243369,23.01
41,2015,Croatia,M,280212,14.63
34,2015,Croatia,M,247562,13.73
75,2015,Croatia,F,548940,13.66
51,2015,Croatia,F,576262,8.85
7,2015,Croatia,F,271005,2.58
6,2015,Croatia,F,236301,2.54
2,2015,Croatia,F,201507,0.99
1,2015,Croatia,M,212625,0.47
104,2016,Croatia,M,134519,77.31
187,2016,Croatia,M,480263,38.94
146,2016,Croatia,M,571003,25.57
48,2016,Croatia,M,274466,17.49
40,2016,Croatia,F,246002,16.26
69,2016,Croatia,F,551758,12.51
30,2016,Croatia,M,242287,12.38
47,2016,Croatia,F,570380,8.24
6,2016,Croatia,F,231038,2.6
6,2016,Croatia,F,265327,2.26
227,1992,Cuba,M,188700,120.3
347,1992,Cuba,M,652400,53.19
70,1992,Cuba,F,202100,34.64
210,1992,Cuba,F,669000,31.39
376,1992,Cuba,M,1246800,30.16
231,1992,Cuba,F,1040500,22.2
214,1992,Cuba,M,995700,21.49
256,1992,Cuba,F,1278000,20.03
183,1992,Cuba,F,989700,18.49
164,1992,Cuba,M,1085500,15.11
16,1992,Cuba,F,765100,2.09
5,1992,Cuba,M,802100,0.62
257,1993,Cuba,M,192900,133.23
382,1993,Cuba,M,666000,57.36
84,1993,Cuba,F,208800,40.23
262,1993,Cuba,F,685000,38.25
371,1993,Cuba,M,1255300,29.55
245,1993,Cuba,M,1042700,23.5
254,1993,Cuba,F,1289600,19.7
178,1993,Cuba,F,997100,17.85
179,1993,Cuba,F,1030700,17.37
152,1993,Cuba,M,1039900,14.62
7,1993,Cuba,F,779200,0.9
3,1993,Cuba,M,817000,0.37
246,1994,Cuba,M,196500,125.19
401,1994,Cuba,M,681200,58.87
229,1994,Cuba,F,702600,32.59
399,1994,Cuba,M,1269100,31.44
61,1994,Cuba,F,214900,28.39
252,1994,Cuba,M,1083200,23.26
235,1994,Cuba,F,1305600,18.0
152,1994,Cuba,F,951400,15.98
156,1994,Cuba,F,1065200,14.65
142,1994,Cuba,M,991900,14.32
4,1994,Cuba,F,794500,0.5
1,1994,Cuba,M,833200,0.12
248,1995,Cuba,M,199400,124.37
372,1995,Cuba,M,697500,53.33
68,1995,Cuba,F,219900,30.92
374,1995,Cuba,M,1291700,28.95
276,1995,Cuba,M,1113600,24.78
171,1995,Cuba,F,722000,23.68
241,1995,Cuba,F,1330000,18.12
162,1995,Cuba,F,906300,17.87
161,1995,Cuba,F,1090200,14.77
138,1995,Cuba,M,944700,14.61
10,1995,Cuba,F,806800,1.24
1,1995,Cuba,M,846300,0.12
228,1996,Cuba,M,201400,113.21
344,1996,Cuba,M,715100,48.11
403,1996,Cuba,M,1324700,30.42
61,1996,Cuba,F,223800,27.26
249,1996,Cuba,M,1133100,21.98
157,1996,Cuba,F,743000,21.13
201,1996,Cuba,F,1364200,14.73
128,1996,Cuba,M,899000,14.24
113,1996,Cuba,F,862100,13.11
121,1996,Cuba,F,1105100,10.95
7,1996,Cuba,F,815000,0.86
2,1996,Cuba,M,855100,0.23
240,1997,Cuba,M,203095,118.17
353,1997,Cuba,M,719479,49.06
446,1997,Cuba,M,1376101,32.41
65,1997,Cuba,F,252298,25.76
246,1997,Cuba,M,1140753,21.56
162,1997,Cuba,F,754121,21.48
216,1997,Cuba,F,1349406,16.01
111,1997,Cuba,M,842786,13.17
107,1997,Cuba,F,1109991,9.64
72,1997,Cuba,F,814728,8.84
6,1997,Cuba,F,829500,0.72
5,1997,Cuba,M,868234,0.58
253,1998,Cuba,M,204881,123.49
395,1998,Cuba,M,735235,53.72
413,1998,Cuba,M,1427872,28.92
72,1998,Cuba,F,256481,28.07
172,1998,Cuba,F,769230,22.36
232,1998,Cuba,M,1130866,20.52
215,1998,Cuba,F,1403788,15.32
104,1998,Cuba,M,800764,12.99
86,1998,Cuba,F,776306,11.08
108,1998,Cuba,F,1101108,9.81
4,1998,Cuba,M,870438,0.46
2,1998,Cuba,F,831009,0.24
226,1999,Cuba,M,206274,109.56
365,1999,Cuba,M,751707,48.56
495,1999,Cuba,M,1481391,33.41
267,1999,Cuba,M,1112441,24.0
182,1999,Cuba,F,784857,23.19
59,1999,Cuba,F,260459,22.65
109,1999,Cuba,M,769092,14.17
182,1999,Cuba,F,1459750,12.47
64,1999,Cuba,F,747370,8.56
92,1999,Cuba,F,1083689,8.49
5,1999,Cuba,F,826609,0.6
4,1999,Cuba,M,866400,0.46
204,2000,Cuba,M,207568,98.28
318,2000,Cuba,M,769143,41.34
432,2000,Cuba,M,1534285,28.16
248,2000,Cuba,M,1087049,22.81
55,2000,Cuba,F,264516,20.79
147,2000,Cuba,F,801109,18.35
104,2000,Cuba,M,751198,13.84
175,2000,Cuba,F,1514492,11.56
104,2000,Cuba,F,1059128,9.82
51,2000,Cuba,F,730939,6.98
4,2000,Cuba,M,859008,0.47
3,2000,Cuba,F,818774,0.37
192,2001,Cuba,M,211923,90.6
333,2001,Cuba,M,783077,42.52
385,2001,Cuba,M,1583873,24.31
212,2001,Cuba,M,1054015,20.11
133,2001,Cuba,F,814327,16.33
44,2001,Cuba,F,270115,16.29
76,2001,Cuba,M,746107,10.19
147,2001,Cuba,F,1566463,9.38
74,2001,Cuba,F,1027578,7.2
48,2001,Cuba,F,725348,6.62
5,2001,Cuba,M,846361,0.59
3,2001,Cuba,F,804241,0.37
198,2002,Cuba,M,216029,91.65
291,2002,Cuba,M,798053,36.46
400,2002,Cuba,M,1633177,24.49
63,2002,Cuba,F,275561,22.86
189,2002,Cuba,M,1015237,18.62
120,2002,Cuba,F,828394,14.49
160,2002,Cuba,F,1617731,9.89
68,2002,Cuba,M,754841,9.01
84,2002,Cuba,F,989884,8.49
29,2002,Cuba,F,732476,3.96
3,2002,Cuba,F,787170,0.38
1,2002,Cuba,M,830862,0.12
194,2003,Cuba,M,219899,88.22
289,2003,Cuba,M,814547,35.48
404,2003,Cuba,M,1681089,24.03
174,2003,Cuba,M,972263,17.9
45,2003,Cuba,F,280928,16.02
121,2003,Cuba,F,843896,14.34
132,2003,Cuba,F,1667152,7.92
61,2003,Cuba,M,772368,7.9
43,2003,Cuba,F,947698,4.54
31,2003,Cuba,F,747567,4.15
4,2003,Cuba,M,814251,0.49
1,2003,Cuba,F,769416,0.13
187,2004,Cuba,M,223380,83.71
326,2004,Cuba,M,833139,39.13
416,2004,Cuba,M,1726038,24.1
149,2004,Cuba,M,927154,16.07
127,2004,Cuba,F,861682,14.74
40,2004,Cuba,F,286074,13.98
135,2004,Cuba,F,1713275,7.88
61,2004,Cuba,M,790502,7.72
44,2004,Cuba,F,903292,4.87
23,2004,Cuba,F,762761,3.02
5,2004,Cuba,M,798394,0.63
2,2004,Cuba,F,753010,0.27
191,2005,Cuba,M,226455,84.34
269,2005,Cuba,M,854212,31.49
387,2005,Cuba,M,1767040,21.9
47,2005,Cuba,F,291039,16.15
136,2005,Cuba,M,882091,15.42
117,2005,Cuba,F,882355,13.26
56,2005,Cuba,M,803964,6.97
114,2005,Cuba,F,1755272,6.49
36,2005,Cuba,F,772943,4.66
34,2005,Cuba,F,858988,3.96
7,2005,Cuba,M,783620,0.89
3,2005,Cuba,F,738427,0.41
205,2006,Cuba,M,234264,87.51
318,2006,Cuba,M,875342,36.33
388,2006,Cuba,M,1804028,21.51
138,2006,Cuba,M,838869,16.45
39,2006,Cuba,F,301101,12.95
91,2006,Cuba,F,903899,10.07
52,2006,Cuba,M,815065,6.38
98,2006,Cuba,F,1794025,5.46
27,2006,Cuba,F,816467,3.31
17,2006,Cuba,F,781124,2.18
2,2006,Cuba,M,767105,0.26
1,2006,Cuba,F,722349,0.14
186,2007,Cuba,M,241393,77.05
329,2007,Cuba,M,899694,36.57
370,2007,Cuba,M,1836069,20.15
49,2007,Cuba,F,310509,15.78
105,2007,Cuba,M,795644,13.2
87,2007,Cuba,F,929079,9.36
49,2007,Cuba,M,821914,5.96
93,2007,Cuba,F,1827402,5.09
22,2007,Cuba,F,774006,2.84
15,2007,Cuba,F,784753,1.91
2,2007,Cuba,M,750899,0.27
199,2008,Cuba,M,248256,80.16
320,2008,Cuba,M,925603,34.57
407,2008,Cuba,M,1862869,21.85
130,2008,Cuba,F,956092,13.6
89,2008,Cuba,M,756363,11.77
37,2008,Cuba,F,319741,11.57
51,2008,Cuba,M,824271,6.19
99,2008,Cuba,F,1855207,5.34
24,2008,Cuba,F,783884,3.06
18,2008,Cuba,F,735356,2.45
2,2008,Cuba,F,691240,0.29
1,2008,Cuba,M,734932,0.14
210,2009,Cuba,M,255440,82.21
318,2009,Cuba,M,950445,33.46
428,2009,Cuba,M,1884290,22.71
122,2009,Cuba,M,726718,16.79
44,2009,Cuba,F,329543,13.35
131,2009,Cuba,F,982121,13.34
62,2009,Cuba,M,822661,7.54
123,2009,Cuba,F,1877452,6.55
23,2009,Cuba,F,705886,3.26
12,2009,Cuba,F,779355,1.54
3,2009,Cuba,F,675592,0.44
1,2009,Cuba,M,718727,0.14
206,2010,Cuba,M,263320,78.23
374,2010,Cuba,M,972763,38.45
476,2010,Cuba,M,1899890,25.05
102,2010,Cuba,M,710089,14.36
142,2010,Cuba,F,1005594,14.12
40,2010,Cuba,F,340480,11.75
67,2010,Cuba,M,817305,8.2
105,2010,Cuba,F,1893737,5.54
17,2010,Cuba,F,688810,2.47
18,2010,Cuba,F,771457,2.33
7,2010,Cuba,F,660046,1.06
4,2010,Cuba,M,702357,0.57
236,2011,Cuba,M,273331,86.34
345,2011,Cuba,M,987980,34.92
441,2011,Cuba,M,1909690,23.09
113,2011,Cuba,M,707701,15.97
50,2011,Cuba,F,352169,14.2
123,2011,Cuba,F,1022839,12.03
75,2011,Cuba,M,808772,9.27
106,2011,Cuba,F,1903248,5.57
20,2011,Cuba,F,686162,2.91
13,2011,Cuba,F,761258,1.71
4,2011,Cuba,M,687609,0.58
3,2011,Cuba,F,647275,0.46
245,2012,Cuba,M,283396,86.45
357,2012,Cuba,M,1000596,35.68
412,2012,Cuba,M,1913864,21.53
108,2012,Cuba,M,718645,15.03
52,2012,Cuba,F,364108,14.28
107,2012,Cuba,F,1037368,10.31
71,2012,Cuba,M,795384,8.93
94,2012,Cuba,F,1906959,4.93
25,2012,Cuba,F,746677,3.35
16,2012,Cuba,F,696377,2.3
6,2012,Cuba,M,672968,0.89
2,2012,Cuba,F,634193,0.32
216,2013,Cuba,M,293384,73.62
401,2013,Cuba,M,1014211,39.54
436,2013,Cuba,M,1911139,22.81
49,2013,Cuba,F,376280,13.02
96,2013,Cuba,M,738010,13.01
111,2013,Cuba,F,1052791,10.54
47,2013,Cuba,M,778739,6.04
94,2013,Cuba,F,1903641,4.94
20,2013,Cuba,F,714544,2.8
20,2013,Cuba,F,729372,2.74
5,2013,Cuba,M,659106,0.76
4,2013,Cuba,F,621473,0.64
221,2014,Cuba,M,303110,72.91
348,2014,Cuba,M,1034381,33.64
409,2014,Cuba,M,1899900,21.53
51,2014,Cuba,F,388520,13.13
97,2014,Cuba,M,758006,12.8
116,2014,Cuba,F,1074729,10.79
62,2014,Cuba,M,761440,8.14
107,2014,Cuba,F,1891607,5.66
19,2014,Cuba,F,711945,2.67
12,2014,Cuba,F,732841,1.64
9,2014,Cuba,M,646878,1.39
2,2014,Cuba,F,610054,0.33
257,2015,Cuba,M,312547,82.23
394,2015,Cuba,M,1064263,37.02
418,2015,Cuba,M,1879569,22.24
56,2015,Cuba,F,400826,13.97
82,2015,Cuba,M,773518,10.6
104,2015,Cuba,F,1106391,9.4
56,2015,Cuba,M,745157,7.52
102,2015,Cuba,F,1870168,5.45
21,2015,Cuba,F,746139,2.81
17,2015,Cuba,F,696005,2.44
4,2015,Cuba,M,636828,0.63
1,1999,Cyprus,M,63504,1.57
5,2000,Cyprus,M,73992,6.76
2,2000,Cyprus,M,125288,1.6
2,2004,Cyprus,M,60428,3.31
3,2004,Cyprus,M,98485,3.05
1,2004,Cyprus,F,54147,1.85
1,2004,Cyprus,F,104038,0.96
4,2005,Cyprus,M,62661,6.38
3,2005,Cyprus,F,67452,4.45
4,2005,Cyprus,M,99191,4.03
2,2005,Cyprus,M,51837,3.86
2,2005,Cyprus,M,60126,3.33
1,2005,Cyprus,F,57341,1.74
1,2005,Cyprus,F,105435,0.95
5,2006,Cyprus,M,64866,7.71
4,2006,Cyprus,M,53856,7.43
3,2006,Cyprus,F,69357,4.33
3,2006,Cyprus,F,107098,2.8
2,2006,Cyprus,M,100123,2.0
1,2006,Cyprus,F,57514,1.74
1,2006,Cyprus,M,61353,1.63
2,2007,Cyprus,M,17897,11.18
4,2007,Cyprus,M,55768,7.17
3,2007,Cyprus,M,63227,4.74
3,2007,Cyprus,M,67267,4.46
2,2007,Cyprus,F,59428,3.37
3,2007,Cyprus,M,101951,2.94
1,2007,Cyprus,F,71415,1.4
1,2007,Cyprus,F,109618,0.91
16,2008,Cyprus,M,104052,15.38
7,2008,Cyprus,M,58499,11.97
2,2008,Cyprus,M,18436,10.85
3,2008,Cyprus,F,62348,4.81
3,2008,Cyprus,M,64765,4.63
5,2008,Cyprus,F,112837,4.43
3,2008,Cyprus,M,69949,4.29
2,2008,Cyprus,F,73788,2.71
3,2009,Cyprus,M,19014,15.78
6,2009,Cyprus,M,61663,9.73
5,2009,Cyprus,M,66107,7.56
7,2009,Cyprus,M,105858,6.61
4,2009,Cyprus,M,72713,5.5
1,2009,Cyprus,F,25758,3.88
4,2009,Cyprus,F,116224,3.44
2,2009,Cyprus,F,66001,3.03
3,2010,Cyprus,M,19667,15.25
7,2010,Cyprus,M,65092,10.75
7,2010,Cyprus,M,75567,9.26
9,2010,Cyprus,M,107241,8.39
4,2010,Cyprus,M,67097,5.96
3,2010,Cyprus,F,64577,4.65
4,2010,Cyprus,F,119200,3.36
1,2010,Cyprus,F,79168,1.26
12,2011,Cyprus,M,108755,11.03
8,2011,Cyprus,M,77047,10.38
2,2011,Cyprus,M,19308,10.36
3,2011,Cyprus,M,67311,4.46
1,2011,Cyprus,F,25937,3.86
3,2011,Cyprus,F,122543,2.45
1,2011,Cyprus,F,80672,1.24
9,2012,Cyprus,M,70596,12.75
14,2012,Cyprus,M,110616,12.66
6,2012,Cyprus,M,66014,9.09
5,2012,Cyprus,M,79804,6.27
1,2012,Cyprus,F,75365,1.33
