suicides_no,year,country,sex,gdp_for_year,gdp_per_capita
144,1997,Lithuania,M,"10,120,274,493",3008
29,1997,Lithuania,F,"10,120,274,493",3008
94,1997,Lithuania,F,"10,120,274,493",3008
109,1997,Lithuania,F,"10,120,274,493",3008
31,1997,Lithuania,F,"10,120,274,493",3008
17,1997,Lithuania,F,"10,120,274,493",3008
4,1997,Lithuania,F,"10,120,274,493",3008
3,1997,Lithuania,M,"10,120,274,493",3008
557,1998,Lithuania,M,"11,240,360,898",3354
345,1998,Lithuania,M,"11,240,360,898",3354
47,1998,Lithuania,M,"11,240,360,898",3354
222,1998,Lithuania,M,"11,240,360,898",3354
112,1998,Lithuania,M,"11,240,360,898",3354
40,1998,Lithuania,F,"11,240,360,898",3354
107,1998,Lithuania,F,"11,240,360,898",3354
80,1998,Lithuania,F,"11,240,360,898",3354
22,1998,Lithuania,F,"11,240,360,898",3354
18,1998,Lithuania,F,"11,240,360,898",3354
2,1998,Lithuania,M,"11,240,360,898",3354
1,1998,Lithuania,F,"11,240,360,898",3354
592,1999,Lithuania,M,"10,972,878,636",3292
284,1999,Lithuania,M,"10,972,878,636",3292
48,1999,Lithuania,M,"10,972,878,636",3292
224,1999,Lithuania,M,"10,972,878,636",3292
129,1999,Lithuania,M,"10,972,878,636",3292
37,1999,Lithuania,F,"10,972,878,636",3292
84,1999,Lithuania,F,"10,972,878,636",3292
97,1999,Lithuania,F,"10,972,878,636",3292
24,1999,Lithuania,F,"10,972,878,636",3292
22,1999,Lithuania,F,"10,972,878,636",3292
8,1999,Lithuania,M,"10,972,878,636",3292
1,1999,Lithuania,F,"10,972,878,636",3292
595,2000,Lithuania,M,"11,539,211,480",3481
324,2000,Lithuania,M,"11,539,211,480",3481
221,2000,Lithuania,M,"11,539,211,480",3481
40,2000,Lithuania,M,"11,539,211,480",3481
131,2000,Lithuania,M,"11,539,211,480",3481
36,2000,Lithuania,F,"11,539,211,480",3481
101,2000,Lithuania,F,"11,539,211,480",3481
121,2000,Lithuania,F,"11,539,211,480",3481
31,2000,Lithuania,F,"11,539,211,480",3481
25,2000,Lithuania,F,"11,539,211,480",3481
6,2000,Lithuania,M,"11,539,211,480",3481
559,2001,Lithuania,M,"12,252,498,921",3719
322,2001,Lithuania,M,"12,252,498,921",3719
57,2001,Lithuania,M,"12,252,498,921",3719
190,2001,Lithuania,M,"12,252,498,921",3719
119,2001,Lithuania,M,"12,252,498,921",3719
40,2001,Lithuania,F,"12,252,498,921",3719
113,2001,Lithuania,F,"12,252,498,921",3719
87,2001,Lithuania,F,"12,252,498,921",3719
19,2001,Lithuania,F,"12,252,498,921",3719
18,2001,Lithuania,F,"12,252,498,921",3719
8,2001,Lithuania,M,"12,252,498,921",3719
1,2001,Lithuania,F,"12,252,498,921",3719
613,2002,Lithuania,M,"14,278,357,284",4360
285,2002,Lithuania,M,"14,278,357,284",4360
47,2002,Lithuania,M,"14,278,357,284",4360
204,2002,Lithuania,M,"14,278,357,284",4360
156,2002,Lithuania,M,"14,278,357,284",4360
39,2002,Lithuania,F,"14,278,357,284",4360
85,2002,Lithuania,F,"14,278,357,284",4360
74,2002,Lithuania,F,"14,278,357,284",4360
28,2002,Lithuania,F,"14,278,357,284",4360
15,2002,Lithuania,F,"14,278,357,284",4360
4,2002,Lithuania,M,"14,278,357,284",4360
1,2002,Lithuania,F,"14,278,357,284",4360
529,2003,Lithuania,M,"18,802,576,988",5778
288,2003,Lithuania,M,"18,802,576,988",5778
53,2003,Lithuania,M,"18,802,576,988",5778
205,2003,Lithuania,M,"18,802,576,988",5778
122,2003,Lithuania,M,"18,802,576,988",5778
36,2003,Lithuania,F,"18,802,576,988",5778
111,2003,Lithuania,F,"18,802,576,988",5778
72,2003,Lithuania,F,"18,802,576,988",5778
24,2003,Lithuania,F,"18,802,576,988",5778
11,2003,Lithuania,F,"18,802,576,988",5778
2,2003,Lithuania,F,"18,802,576,988",5778
2,2003,Lithuania,M,"18,802,576,988",5778
491,2004,Lithuania,M,"22,649,930,576",7028
271,2004,Lithuania,M,"22,649,930,576",7028
193,2004,Lithuania,M,"22,649,930,576",7028
48,2004,Lithuania,M,"22,649,930,576",7028
115,2004,Lithuania,M,"22,649,930,576",7028
41,2004,Lithuania,F,"22,649,930,576",7028
98,2004,Lithuania,F,"22,649,930,576",7028
73,2004,Lithuania,F,"22,649,930,576",7028
24,2004,Lithuania,F,"22,649,930,576",7028
19,2004,Lithuania,F,"22,649,930,576",7028
6,2004,Lithuania,M,"22,649,930,576",7028
1,2004,Lithuania,F,"22,649,930,576",7028
289,2005,Lithuania,M,"26,125,575,942",8229
469,2005,Lithuania,M,"26,125,575,942",8229
52,2005,Lithuania,M,"26,125,575,942",8229
172,2005,Lithuania,M,"26,125,575,942",8229
100,2005,Lithuania,M,"26,125,575,942",8229
34,2005,Lithuania,F,"26,125,575,942",8229
86,2005,Lithuania,F,"26,125,575,942",8229
84,2005,Lithuania,F,"26,125,575,942",8229
19,2005,Lithuania,F,"26,125,575,942",8229
11,2005,Lithuania,F,"26,125,575,942",8229
2,2005,Lithuania,M,"26,125,575,942",8229
1,2005,Lithuania,F,"26,125,575,942",8229
238,2006,Lithuania,M,"30,216,060,233",9667
366,2006,Lithuania,M,"30,216,060,233",9667
51,2006,Lithuania,M,"30,216,060,233",9667
96,2006,Lithuania,M,"30,216,060,233",9667
97,2006,Lithuania,M,"30,216,060,233",9667
37,2006,Lithuania,F,"30,216,060,233",9667
59,2006,Lithuania,F,"30,216,060,233",9667
70,2006,Lithuania,F,"30,216,060,233",9667
19,2006,Lithuania,F,"30,216,060,233",9667
10,2006,Lithuania,F,"30,216,060,233",9667
5,2006,Lithuania,M,"30,216,060,233",9667
1,2006,Lithuania,F,"30,216,060,233",9667
220,2007,Lithuania,M,"39,738,180,077",12869
51,2007,Lithuania,M,"39,738,180,077",12869
326,2007,Lithuania,M,"39,738,180,077",12869
146,2007,Lithuania,M,"39,738,180,077",12869
101,2007,Lithuania,M,"39,738,180,077",12869
40,2007,Lithuania,F,"39,738,180,077",12869
60,2007,Lithuania,F,"39,738,180,077",12869
46,2007,Lithuania,F,"39,738,180,077",12869
17,2007,Lithuania,F,"39,738,180,077",12869
10,2007,Lithuania,F,"39,738,180,077",12869
4,2007,Lithuania,F,"39,738,180,077",12869
4,2007,Lithuania,M,"39,738,180,077",12869
401,2008,Lithuania,M,"47,850,551,149",15669
56,2008,Lithuania,M,"47,850,551,149",15669
155,2008,Lithuania,M,"47,850,551,149",15669
190,2008,Lithuania,M,"47,850,551,149",15669
114,2008,Lithuania,M,"47,850,551,149",15669
36,2008,Lithuania,F,"47,850,551,149",15669
60,2008,Lithuania,F,"47,850,551,149",15669
65,2008,Lithuania,F,"47,850,551,149",15669
17,2008,Lithuania,F,"47,850,551,149",15669
15,2008,Lithuania,F,"47,850,551,149",15669
2,2008,Lithuania,M,"47,850,551,149",15669
428,2009,Lithuania,M,"37,440,673,478",12412
239,2009,Lithuania,M,"37,440,673,478",12412
57,2009,Lithuania,M,"37,440,673,478",12412
116,2009,Lithuania,M,"37,440,673,478",12412
109,2009,Lithuania,M,"37,440,673,478",12412
40,2009,Lithuania,F,"37,440,673,478",12412
65,2009,Lithuania,F,"37,440,673,478",12412
48,2009,Lithuania,F,"37,440,673,478",12412
15,2009,Lithuania,F,"37,440,673,478",12412
16,2009,Lithuania,F,"37,440,673,478",12412
3,2009,Lithuania,M,"37,440,673,478",12412
2,2009,Lithuania,F,"37,440,673,478",12412
219,2010,Lithuania,M,"37,120,517,694",12584
357,2010,Lithuania,M,"37,120,517,694",12584
49,2010,Lithuania,M,"37,120,517,694",12584
110,2010,Lithuania,M,"37,120,517,694",12584
93,2010,Lithuania,M,"37,120,517,694",12584
41,2010,Lithuania,F,"37,120,517,694",12584
72,2010,Lithuania,F,"37,120,517,694",12584
50,2010,Lithuania,F,"37,120,517,694",12584
14,2010,Lithuania,F,"37,120,517,694",12584
11,2010,Lithuania,F,"37,120,517,694",12584
1,2010,Lithuania,F,"37,120,517,694",12584
1,2010,Lithuania,M,"37,120,517,694",12584
349,2011,Lithuania,M,"43,476,873,413",15097
213,2011,Lithuania,M,"43,476,873,413",15097
56,2011,Lithuania,M,"43,476,873,413",15097
124,2011,Lithuania,M,"43,476,873,413",15097
74,2011,Lithuania,M,"43,476,873,413",15097
38,2011,Lithuania,F,"43,476,873,413",15097
68,2011,Lithuania,F,"43,476,873,413",15097
67,2011,Lithuania,F,"43,476,873,413",15097
17,2011,Lithuania,F,"43,476,873,413",15097
10,2011,Lithuania,F,"43,476,873,413",15097
1,2011,Lithuania,F,"43,476,873,413",15097
1,2011,Lithuania,M,"43,476,873,413",15097
321,2012,Lithuania,M,"42,848,195,256",15099
195,2012,Lithuania,M,"42,848,195,256",15099
53,2012,Lithuania,M,"42,848,195,256",15099
117,2012,Lithuania,M,"42,848,195,256",15099
64,2012,Lithuania,M,"42,848,195,256",15099
37,2012,Lithuania,F,"42,848,195,256",15099
74,2012,Lithuania,F,"42,848,195,256",15099
45,2012,Lithuania,F,"42,848,195,256",15099
10,2012,Lithuania,F,"42,848,195,256",15099
8,2012,Lithuania,F,"42,848,195,256",15099
3,2012,Lithuania,M,"42,848,195,256",15099
382,2013,Lithuania,M,"46,417,340,375",16538
223,2013,Lithuania,M,"46,417,340,375",16538
63,2013,Lithuania,M,"46,417,340,375",16538
121,2013,Lithuania,M,"46,417,340,375",16538
96,2013,Lithuania,M,"46,417,340,375",16538
40,2013,Lithuania,F,"46,417,340,375",16538
75,2013,Lithuania,F,"46,417,340,375",16538
22,2013,Lithuania,F,"46,417,340,375",16538
41,2013,Lithuania,F,"46,417,340,375",16538
17,2013,Lithuania,F,"46,417,340,375",16538
3,2013,Lithuania,F,"46,417,340,375",16538
2,2013,Lithuania,M,"46,417,340,375",16538
72,2014,Lithuania,M,"48,516,371,721",17442
309,2014,Lithuania,M,"48,516,371,721",17442
204,2014,Lithuania,M,"48,516,371,721",17442
94,2014,Lithuania,M,"48,516,371,721",17442
88,2014,Lithuania,M,"48,516,371,721",17442
45,2014,Lithuania,F,"48,516,371,721",17442
47,2014,Lithuania,F,"48,516,371,721",17442
43,2014,Lithuania,F,"48,516,371,721",17442
12,2014,Lithuania,F,"48,516,371,721",17442
11,2014,Lithuania,F,"48,516,371,721",17442
3,2014,Lithuania,F,"48,516,371,721",17442
2,2014,Lithuania,M,"48,516,371,721",17442
67,2015,Lithuania,M,"41,508,609,233",15073
216,2015,Lithuania,M,"41,508,609,233",15073
275,2015,Lithuania,M,"41,508,609,233",15073
101,2015,Lithuania,M,"41,508,609,233",15073
66,2015,Lithuania,M,"41,508,609,233",15073
38,2015,Lithuania,F,"41,508,609,233",15073
55,2015,Lithuania,F,"41,508,609,233",15073
46,2015,Lithuania,F,"41,508,609,233",15073
17,2015,Lithuania,F,"41,508,609,233",15073
10,2015,Lithuania,F,"41,508,609,233",15073
3,2015,Lithuania,F,"41,508,609,233",15073
2,2015,Lithuania,M,"41,508,609,233",15073
78,2016,Lithuania,M,"42,773,029,835",15742
212,2016,Lithuania,M,"42,773,029,835",15742
266,2016,Lithuania,M,"42,773,029,835",15742
96,2016,Lithuania,M,"42,773,029,835",15742
41,2016,Lithuania,M,"42,773,029,835",15742
29,2016,Lithuania,F,"42,773,029,835",15742
45,2016,Lithuania,F,"42,773,029,835",15742
41,2016,Lithuania,F,"42,773,029,835",15742
8,2016,Lithuania,F,"42,773,029,835",15742
6,2016,Lithuania,F,"42,773,029,835",15742
6,1985,Luxembourg,M,"4,738,559,685",13743
14,1985,Luxembourg,M,"4,738,559,685",13743
4,1985,Luxembourg,F,"4,738,559,685",13743
12,1985,Luxembourg,M,"4,738,559,685",13743
6,1985,Luxembourg,F,"4,738,559,685",13743
5,1985,Luxembourg,F,"4,738,559,685",13743
3,1985,Luxembourg,M,"4,738,559,685",13743
2,1985,Luxembourg,M,"4,738,559,685",13743
2,1985,Luxembourg,M,"4,738,559,685",13743
1,1985,Luxembourg,F,"4,738,559,685",13743
3,1986,Luxembourg,M,"6,921,264,132",20004
13,1986,Luxembourg,M,"6,921,264,132",20004
7,1986,Luxembourg,M,"6,921,264,132",20004
11,1986,Luxembourg,M,"6,921,264,132",20004
7,1986,Luxembourg,F,"6,921,264,132",20004
4,1986,Luxembourg,F,"6,921,264,132",20004
3,1986,Luxembourg,M,"6,921,264,132",20004
1,1986,Luxembourg,F,"6,921,264,132",20004
2,1986,Luxembourg,F,"6,921,264,132",20004
3,1987,Luxembourg,M,"8,614,215,559",24654
19,1987,Luxembourg,M,"8,614,215,559",24654
10,1987,Luxembourg,M,"8,614,215,559",24654
12,1987,Luxembourg,F,"8,614,215,559",24654
9,1987,Luxembourg,M,"8,614,215,559",24654
3,1987,Luxembourg,F,"8,614,215,559",24654
8,1987,Luxembourg,F,"8,614,215,559",24654
4,1987,Luxembourg,M,"8,614,215,559",24654
3,1987,Luxembourg,F,"8,614,215,559",24654
3,1987,Luxembourg,F,"8,614,215,559",24654
15,1988,Luxembourg,M,"9,750,161,053",27676
14,1988,Luxembourg,M,"9,750,161,053",27676
18,1988,Luxembourg,M,"9,750,161,053",27676
2,1988,Luxembourg,M,"9,750,161,053",27676
8,1988,Luxembourg,F,"9,750,161,053",27676
3,1988,Luxembourg,M,"9,750,161,053",27676
5,1988,Luxembourg,F,"9,750,161,053",27676
3,1988,Luxembourg,F,"9,750,161,053",27676
1,1988,Luxembourg,F,"9,750,161,053",27676
5,1989,Luxembourg,M,"10,391,504,709",29239
13,1989,Luxembourg,M,"10,391,504,709",29239
20,1989,Luxembourg,M,"10,391,504,709",29239
9,1989,Luxembourg,M,"10,391,504,709",29239
6,1989,Luxembourg,M,"10,391,504,709",29239
3,1989,Luxembourg,F,"10,391,504,709",29239
7,1989,Luxembourg,F,"10,391,504,709",29239
4,1989,Luxembourg,F,"10,391,504,709",29239
3,1989,Luxembourg,F,"10,391,504,709",29239
1,1989,Luxembourg,F,"10,391,504,709",29239
1,1989,Luxembourg,M,"10,391,504,709",29239
1,1989,Luxembourg,F,"10,391,504,709",29239
4,1990,Luxembourg,M,"13,229,247,948",36871
12,1990,Luxembourg,M,"13,229,247,948",36871
16,1990,Luxembourg,M,"13,229,247,948",36871
9,1990,Luxembourg,M,"13,229,247,948",36871
4,1990,Luxembourg,F,"13,229,247,948",36871
6,1990,Luxembourg,M,"13,229,247,948",36871
10,1990,Luxembourg,F,"13,229,247,948",36871
5,1990,Luxembourg,F,"13,229,247,948",36871
2,1990,Luxembourg,F,"13,229,247,948",36871
8,1991,Luxembourg,M,"14,321,878,795",39465
16,1991,Luxembourg,M,"14,321,878,795",39465
17,1991,Luxembourg,M,"14,321,878,795",39465
9,1991,Luxembourg,M,"14,321,878,795",39465
12,1991,Luxembourg,F,"14,321,878,795",39465
9,1991,Luxembourg,F,"14,321,878,795",39465
4,1991,Luxembourg,M,"14,321,878,795",39465
1,1991,Luxembourg,F,"14,321,878,795",39465
1,1991,Luxembourg,F,"14,321,878,795",39465
6,1992,Luxembourg,M,"16,065,740,778",43740
4,1992,Luxembourg,F,"16,065,740,778",43740
10,1992,Luxembourg,F,"16,065,740,778",43740
7,1992,Luxembourg,M,"16,065,740,778",43740
10,1992,Luxembourg,F,"16,065,740,778",43740
9,1992,Luxembourg,M,"16,065,740,778",43740
5,1992,Luxembourg,M,"16,065,740,778",43740
4,1992,Luxembourg,F,"16,065,740,778",43740
2,1992,Luxembourg,F,"16,065,740,778",43740
2,1992,Luxembourg,M,"16,065,740,778",43740
4,1993,Luxembourg,M,"16,486,900,187",44320
10,1993,Luxembourg,M,"16,486,900,187",44320
22,1993,Luxembourg,M,"16,486,900,187",44320
8,1993,Luxembourg,F,"16,486,900,187",44320
6,1993,Luxembourg,M,"16,486,900,187",44320
6,1993,Luxembourg,M,"16,486,900,187",44320
5,1993,Luxembourg,F,"16,486,900,187",44320
1,1993,Luxembourg,F,"16,486,900,187",44320
2,1993,Luxembourg,F,"16,486,900,187",44320
8,1994,Luxembourg,M,"18,325,791,415",48610
15,1994,Luxembourg,M,"18,325,791,415",48610
22,1994,Luxembourg,M,"18,325,791,415",48610
7,1994,Luxembourg,M,"18,325,791,415",48610
9,1994,Luxembourg,M,"18,325,791,415",48610
5,1994,Luxembourg,F,"18,325,791,415",48610
4,1994,Luxembourg,F,"18,325,791,415",48610
1,1994,Luxembourg,F,"18,325,791,415",48610
2,1994,Luxembourg,F,"18,325,791,415",48610
1,1994,Luxembourg,F,"18,325,791,415",48610
4,1995,Luxembourg,M,"21,588,170,498",56499
11,1995,Luxembourg,M,"21,588,170,498",56499
17,1995,Luxembourg,M,"21,588,170,498",56499
8,1995,Luxembourg,M,"21,588,170,498",56499
5,1995,Luxembourg,M,"21,588,170,498",56499
3,1995,Luxembourg,F,"21,588,170,498",56499
8,1995,Luxembourg,F,"21,588,170,498",56499
3,1995,Luxembourg,F,"21,588,170,498",56499
3,1995,Luxembourg,F,"21,588,170,498",56499
1,1995,Luxembourg,F,"21,588,170,498",56499
5,1996,Luxembourg,M,"21,776,609,772",56169
18,1996,Luxembourg,M,"21,776,609,772",56169
22,1996,Luxembourg,M,"21,776,609,772",56169
10,1996,Luxembourg,F,"21,776,609,772",56169
5,1996,Luxembourg,M,"21,776,609,772",56169
2,1996,Luxembourg,F,"21,776,609,772",56169
3,1996,Luxembourg,M,"21,776,609,772",56169
2,1996,Luxembourg,F,"21,776,609,772",56169
3,1996,Luxembourg,F,"21,776,609,772",56169
2,1996,Luxembourg,F,"21,776,609,772",56169
10,1997,Luxembourg,M,"19,731,912,494",50260
23,1997,Luxembourg,M,"19,731,912,494",50260
13,1997,Luxembourg,M,"19,731,912,494",50260
7,1997,Luxembourg,M,"19,731,912,494",50260
7,1997,Luxembourg,M,"19,731,912,494",50260
8,1997,Luxembourg,F,"19,731,912,494",50260
6,1997,Luxembourg,F,"19,731,912,494",50260
5,1997,Luxembourg,F,"19,731,912,494",50260
1,1997,Luxembourg,F,"19,731,912,494",50260
1,1997,Luxembourg,F,"19,731,912,494",50260
4,1998,Luxembourg,M,"20,209,122,027",50788
22,1998,Luxembourg,M,"20,209,122,027",50788
11,1998,Luxembourg,M,"20,209,122,027",50788
7,1998,Luxembourg,M,"20,209,122,027",50788
3,1998,Luxembourg,F,"20,209,122,027",50788
4,1998,Luxembourg,M,"20,209,122,027",50788
4,1998,Luxembourg,F,"20,209,122,027",50788
5,1998,Luxembourg,F,"20,209,122,027",50788
2,1998,Luxembourg,F,"20,209,122,027",50788
1,1998,Luxembourg,F,"20,209,122,027",50788
1,1998,Luxembourg,F,"20,209,122,027",50788
4,1999,Luxembourg,M,"22,235,929,043",55054
20,1999,Luxembourg,M,"22,235,929,043",55054
11,1999,Luxembourg,M,"22,235,929,043",55054
9,1999,Luxembourg,M,"22,235,929,043",55054
5,1999,Luxembourg,M,"22,235,929,043",55054
3,1999,Luxembourg,F,"22,235,929,043",55054
9,1999,Luxembourg,F,"22,235,929,043",55054
6,1999,Luxembourg,F,"22,235,929,043",55054
2,1999,Luxembourg,F,"22,235,929,043",55054
1,1999,Luxembourg,F,"22,235,929,043",55054
7,2000,Luxembourg,M,"21,263,514,833",51841
15,2000,Luxembourg,M,"21,263,514,833",51841
15,2000,Luxembourg,M,"21,263,514,833",51841
7,2000,Luxembourg,M,"21,263,514,833",51841
8,2000,Luxembourg,F,"21,263,514,833",51841
3,2000,Luxembourg,M,"21,263,514,833",51841
2,2000,Luxembourg,F,"21,263,514,833",51841
3,2000,Luxembourg,F,"21,263,514,833",51841
1,2000,Luxembourg,F,"21,263,514,833",51841
1,2000,Luxembourg,F,"21,263,514,833",51841
5,2001,Luxembourg,M,"21,272,418,792",51391
15,2001,Luxembourg,M,"21,272,418,792",51391
5,2001,Luxembourg,F,"21,272,418,792",51391
19,2001,Luxembourg,M,"21,272,418,792",51391
10,2001,Luxembourg,F,"21,272,418,792",51391
8,2001,Luxembourg,M,"21,272,418,792",51391
7,2001,Luxembourg,F,"21,272,418,792",51391
3,2001,Luxembourg,M,"21,272,418,792",51391
1,2001,Luxembourg,F,"21,272,418,792",51391
27,2002,Luxembourg,M,"23,616,328,816",56484
6,2002,Luxembourg,M,"23,616,328,816",56484
8,2002,Luxembourg,M,"23,616,328,816",56484
6,2002,Luxembourg,M,"23,616,328,816",56484
16,2002,Luxembourg,M,"23,616,328,816",56484
8,2002,Luxembourg,F,"23,616,328,816",56484
3,2002,Luxembourg,F,"23,616,328,816",56484
10,2002,Luxembourg,F,"23,616,328,816",56484
1,2002,Luxembourg,F,"23,616,328,816",56484
6,2003,Luxembourg,M,"29,557,325,056",69768
6,2003,Luxembourg,M,"29,557,325,056",69768
8,2003,Luxembourg,M,"29,557,325,056",69768
14,2003,Luxembourg,M,"29,557,325,056",69768
5,2003,Luxembourg,M,"29,557,325,056",69768
4,2003,Luxembourg,F,"29,557,325,056",69768
2,2003,Luxembourg,F,"29,557,325,056",69768
1,2003,Luxembourg,F,"29,557,325,056",69768
1,2003,Luxembourg,M,"29,557,325,056",69768
1,2003,Luxembourg,F,"29,557,325,056",69768
6,2004,Luxembourg,M,"34,685,281,848",80639
9,2004,Luxembourg,M,"34,685,281,848",80639
19,2004,Luxembourg,M,"34,685,281,848",80639
7,2004,Luxembourg,M,"34,685,281,848",80639
3,2004,Luxembourg,F,"34,685,281,848",80639
4,2004,Luxembourg,M,"34,685,281,848",80639
6,2004,Luxembourg,F,"34,685,281,848",80639
8,2004,Luxembourg,F,"34,685,281,848",80639
7,2005,Luxembourg,M,"37,347,394,603",85397
16,2005,Luxembourg,M,"37,347,394,603",85397
6,2005,Luxembourg,M,"37,347,394,603",85397
7,2005,Luxembourg,M,"37,347,394,603",85397
3,2005,Luxembourg,M,"37,347,394,603",85397
6,2005,Luxembourg,F,"37,347,394,603",85397
1,2005,Luxembourg,F,"37,347,394,603",85397
2,2005,Luxembourg,F,"37,347,394,603",85397
1,2005,Luxembourg,F,"37,347,394,603",85397
8,2006,Luxembourg,M,"42,414,308,117",95351
22,2006,Luxembourg,M,"42,414,308,117",95351
10,2006,Luxembourg,M,"42,414,308,117",95351
12,2006,Luxembourg,F,"42,414,308,117",95351
4,2006,Luxembourg,M,"42,414,308,117",95351
4,2006,Luxembourg,F,"42,414,308,117",95351
3,2006,Luxembourg,M,"42,414,308,117",95351
1,2006,Luxembourg,F,"42,414,308,117",95351
1,2006,Luxembourg,F,"42,414,308,117",95351
14,2007,Luxembourg,M,"50,888,134,410",112581
25,2007,Luxembourg,M,"50,888,134,410",112581
9,2007,Luxembourg,M,"50,888,134,410",112581
3,2007,Luxembourg,M,"50,888,134,410",112581
10,2007,Luxembourg,F,"50,888,134,410",112581
9,2007,Luxembourg,F,"50,888,134,410",112581
2,2007,Luxembourg,F,"50,888,134,410",112581
2,2007,Luxembourg,F,"50,888,134,410",112581
2,2007,Luxembourg,M,"50,888,134,410",112581
2,2007,Luxembourg,F,"50,888,134,410",112581
5,2008,Luxembourg,M,"55,849,686,539",121315
20,2008,Luxembourg,M,"55,849,686,539",121315
6,2008,Luxembourg,M,"55,849,686,539",121315
4,2008,Luxembourg,M,"55,849,686,539",121315
3,2008,Luxembourg,F,"55,849,686,539",121315
1,2008,Luxembourg,F,"55,849,686,539",121315
3,2008,Luxembourg,F,"55,849,686,539",121315
1,2008,Luxembourg,F,"55,849,686,539",121315
3,2009,Luxembourg,M,"51,370,543,206",109483
10,2009,Luxembourg,M,"51,370,543,206",109483
16,2009,Luxembourg,M,"51,370,543,206",109483
6,2009,Luxembourg,M,"51,370,543,206",109483
7,2009,Luxembourg,F,"51,370,543,206",109483
3,2009,Luxembourg,F,"51,370,543,206",109483
1,2009,Luxembourg,F,"51,370,543,206",109483
1,2009,Luxembourg,M,"51,370,543,206",109483
1,2009,Luxembourg,F,"51,370,543,206",109483
7,2010,Luxembourg,M,"53,212,476,812",111328
24,2010,Luxembourg,M,"53,212,476,812",111328
5,2010,Luxembourg,M,"53,212,476,812",111328
3,2010,Luxembourg,M,"53,212,476,812",111328
3,2010,Luxembourg,M,"53,212,476,812",111328
5,2010,Luxembourg,F,"53,212,476,812",111328
3,2010,Luxembourg,F,"53,212,476,812",111328
2,2010,Luxembourg,F,"53,212,476,812",111328
1,2010,Luxembourg,F,"53,212,476,812",111328
1,2010,Luxembourg,M,"53,212,476,812",111328
4,2011,Luxembourg,M,"60,004,630,234",122729
20,2011,Luxembourg,M,"60,004,630,234",122729
5,2011,Luxembourg,F,"60,004,630,234",122729
7,2011,Luxembourg,M,"60,004,630,234",122729
4,2011,Luxembourg,M,"60,004,630,234",122729
3,2011,Luxembourg,F,"60,004,630,234",122729
6,2011,Luxembourg,F,"60,004,630,234",122729
2,2011,Luxembourg,M,"60,004,630,234",122729
3,2011,Luxembourg,F,"60,004,630,234",122729
1,2011,Luxembourg,F,"60,004,630,234",122729
7,2012,Luxembourg,M,"56,677,961,787",113120
10,2012,Luxembourg,M,"56,677,961,787",113120
13,2012,Luxembourg,M,"56,677,961,787",113120
5,2012,Luxembourg,M,"56,677,961,787",113120
4,2012,Luxembourg,M,"56,677,961,787",113120
2,2012,Luxembourg,F,"56,677,961,787",113120
5,2012,Luxembourg,F,"56,677,961,787",113120
3,2012,Luxembourg,F,"56,677,961,787",113120
1,2012,Luxembourg,F,"56,677,961,787",113120
1,2012,Luxembourg,F,"56,677,961,787",113120
3,2013,Luxembourg,M,"61,739,352,212",120423
9,2013,Luxembourg,M,"61,739,352,212",120423
8,2013,Luxembourg,F,"61,739,352,212",120423
10,2013,Luxembourg,M,"61,739,352,212",120423
2,2013,Luxembourg,F,"61,739,352,212",120423
2,2013,Luxembourg,M,"61,739,352,212",120423
2,2013,Luxembourg,F,"61,739,352,212",120423
4,2013,Luxembourg,F,"61,739,352,212",120423
18,2014,Luxembourg,M,"66,327,344,189",126352
4,2014,Luxembourg,M,"66,327,344,189",126352
20,2014,Luxembourg,M,"66,327,344,189",126352
7,2014,Luxembourg,M,"66,327,344,189",126352
3,2014,Luxembourg,F,"66,327,344,189",126352
5,2014,Luxembourg,F,"66,327,344,189",126352
2,2014,Luxembourg,F,"66,327,344,189",126352
2,2014,Luxembourg,M,"66,327,344,189",126352
2,2014,Luxembourg,F,"66,327,344,189",126352
3,2014,Luxembourg,F,"66,327,344,189",126352
1,2014,Luxembourg,M,"66,327,344,189",126352
16,2015,Luxembourg,M,"57,784,495,265",107456
4,2015,Luxembourg,M,"57,784,495,265",107456
17,2015,Luxembourg,M,"57,784,495,265",107456
9,2015,Luxembourg,F,"57,784,495,265",107456
4,2015,Luxembourg,M,"57,784,495,265",107456
4,2015,Luxembourg,M,"57,784,495,265",107456
2,2015,Luxembourg,F,"57,784,495,265",107456
6,2015,Luxembourg,F,"57,784,495,265",107456
1,2015,Luxembourg,F,"57,784,495,265",107456
1,2015,Luxembourg,F,"57,784,495,265",107456
2,1994,Macau,M,"6,265,844,252",18081
3,1994,Macau,F,"6,265,844,252",18081
3,1994,Macau,F,"6,265,844,252",18081
2,1994,Macau,M,"6,265,844,252",18081
6,1994,Macau,M,"6,265,844,252",18081
3,1994,Macau,M,"6,265,844,252",18081
2,1994,Macau,M,"6,265,844,252",18081
4,1994,Macau,F,"6,265,844,252",18081
2,1994,Macau,F,"6,265,844,252",18081
1,2001,Maldives,F,"870,179,739",3406
1,2001,Maldives,M,"870,179,739",3406
1,2001,Maldives,M,"870,179,739",3406
1,2002,Maldives,M,"897,031,250",3401
1,2002,Maldives,F,"897,031,250",3401
1,2002,Maldives,M,"897,031,250",3401
3,2003,Maldives,M,"1,052,121,055",3867
1,2003,Maldives,F,"1,052,121,055",3867
1,2004,Maldives,F,"1,226,829,563",4373
1,2005,Maldives,M,"1,163,362,438",4026
